antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'JobLevel_1.7509357550394118', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay', 'MonthlyIncome_bin_(0, 3000]'})",0.06959459459459459,0.051351351351351354,0.025,0.35922330097087385,6.995401124169648,1.0,0.021426223520818116,1.4804668304668305,0.9211564505682152,0.2605633802816902,0.32453738278981004,0.4230327031170159
"frozenset({'JobLevel_1.7509357550394118', 'Age_bin_nan', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay', 'MonthlyIncome_bin_(0, 3000]'})",0.06959459459459459,0.051351351351351354,0.025,0.35922330097087385,6.995401124169648,1.0,0.021426223520818116,1.4804668304668305,0.9211564505682152,0.2605633802816902,0.32453738278981004,0.4230327031170159
"frozenset({'JobLevel_1.7509357550394118', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay', 'MonthlyIncome_bin_(0, 3000]', 'Age_bin_nan'})",0.06959459459459459,0.051351351351351354,0.025,0.35922330097087385,6.995401124169648,1.0,0.021426223520818116,1.4804668304668305,0.9211564505682152,0.2605633802816902,0.32453738278981004,0.4230327031170159
"frozenset({'JobLevel_1.7509357550394118', 'Age_bin_nan'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay', 'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]'})",0.0722972972972973,0.051351351351351354,0.025,0.3457943925233645,6.733890801770783,1.0,0.021287436084733383,1.45007722007722,0.9178559477175646,0.2534246575342466,0.3103815533722076,0.4163182488932612
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'YearsAtCompany_bin_(2, 5]', 'Age_bin_nan', 'AttritionLabel_Stay', 'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]'})",0.0722972972972973,0.051351351351351354,0.025,0.3457943925233645,6.733890801770783,1.0,0.021287436084733383,1.45007722007722,0.9178559477175646,0.2534246575342466,0.3103815533722076,0.4163182488932612
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay', 'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]'})",0.0722972972972973,0.051351351351351354,0.025,0.3457943925233645,6.733890801770783,1.0,0.021287436084733383,1.45007722007722,0.9178559477175646,0.2534246575342466,0.3103815533722076,0.4163182488932612
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'AttritionLabel_Stay', 'MonthlyIncome_bin_(0, 3000]', 'YearsAtCompany_bin_(2, 5]'})",0.0722972972972973,0.051351351351351354,0.025,0.3457943925233645,6.733890801770783,1.0,0.021287436084733383,1.45007722007722,0.9178559477175646,0.2534246575342466,0.3103815533722076,0.4163182488932612
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay', 'MonthlyIncome_bin_(0, 3000]', 'Age_bin_nan'})",0.0722972972972973,0.051351351351351354,0.025,0.3457943925233645,6.733890801770783,1.0,0.021287436084733383,1.45007722007722,0.9178559477175646,0.2534246575342466,0.3103815533722076,0.4163182488932612
"frozenset({'JobLevel_1.7509357550394118', 'Age_bin_nan'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay', 'MonthlyIncome_bin_(0, 3000]'})",0.0722972972972973,0.051351351351351354,0.025,0.3457943925233645,6.733890801770783,1.0,0.021287436084733383,1.45007722007722,0.9178559477175646,0.2534246575342466,0.3103815533722076,0.4163182488932612
"frozenset({'YearsAtCompany_bin_(2, 5]', 'MonthlyIncome_bin_(0, 3000]', 'Age_bin_nan'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118', 'TotalWorkingYears_bin_(0, 5]'})",0.05675675675675676,0.06621621621621622,0.025,0.44047619047619047,6.652089407191448,1.0,0.021241782322863403,1.6688901667625071,0.900797645783319,0.25517241379310346,0.4007993935635035,0.40901360544217685
"frozenset({'YearsAtCompany_bin_(2, 5]', 'MonthlyIncome_bin_(0, 3000]'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118', 'TotalWorkingYears_bin_(0, 5]'})",0.05675675675675676,0.06621621621621622,0.025,0.44047619047619047,6.652089407191448,1.0,0.021241782322863403,1.6688901667625071,0.900797645783319,0.25517241379310346,0.4007993935635035,0.40901360544217685
"frozenset({'YearsAtCompany_bin_(2, 5]', 'MonthlyIncome_bin_(0, 3000]'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118', 'Age_bin_nan', 'TotalWorkingYears_bin_(0, 5]'})",0.05675675675675676,0.06621621621621622,0.025,0.44047619047619047,6.652089407191448,1.0,0.021241782322863403,1.6688901667625071,0.900797645783319,0.25517241379310346,0.4007993935635035,0.40901360544217685
"frozenset({'YearsAtCompany_bin_(2, 5]', 'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118'})",0.05675675675675676,0.06891891891891892,0.025,0.44047619047619047,6.391223155929038,1.0,0.021088385682980278,1.6640598044853365,0.8942925733756678,0.24832214765100674,0.3990600594374179,0.4016106442577031
"frozenset({'YearsAtCompany_bin_(2, 5]', 'MonthlyIncome_bin_(0, 3000]', 'Age_bin_nan'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118'})",0.05675675675675676,0.06891891891891892,0.025,0.44047619047619047,6.391223155929038,1.0,0.021088385682980278,1.6640598044853365,0.8942925733756678,0.24832214765100674,0.3990600594374179,0.4016106442577031
"frozenset({'YearsAtCompany_bin_(2, 5]', 'MonthlyIncome_bin_(0, 3000]'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118'})",0.05675675675675676,0.06891891891891892,0.025,0.44047619047619047,6.391223155929038,1.0,0.021088385682980278,1.6640598044853365,0.8942925733756678,0.24832214765100674,0.3990600594374179,0.4016106442577031
"frozenset({'YearsAtCompany_bin_(2, 5]', 'MonthlyIncome_bin_(0, 3000]'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118', 'Age_bin_nan'})",0.05675675675675676,0.06891891891891892,0.025,0.44047619047619047,6.391223155929038,1.0,0.021088385682980278,1.6640598044853365,0.8942925733756678,0.24832214765100674,0.3990600594374179,0.4016106442577031
"frozenset({'YearsAtCompany_bin_(2, 5]', 'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118', 'Age_bin_nan'})",0.05675675675675676,0.06891891891891892,0.025,0.44047619047619047,6.391223155929038,1.0,0.021088385682980278,1.6640598044853365,0.8942925733756678,0.24832214765100674,0.3990600594374179,0.4016106442577031
"frozenset({'YearsAtCompany_bin_(2, 5]', 'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118'})",0.05675675675675676,0.06891891891891892,0.025,0.44047619047619047,6.391223155929038,1.0,0.021088385682980278,1.6640598044853365,0.8942925733756678,0.24832214765100674,0.3990600594374179,0.4016106442577031
"frozenset({'JobLevel_1.7509357550394118', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'AttritionLabel_Stay', 'YearsAtCompany_bin_(2, 5]'})",0.06959459459459459,0.057432432432432436,0.025,0.35922330097087385,6.254711593375215,1.0,0.02100301314828342,1.4709766584766586,0.9029617853147265,0.24503311258278143,0.3201795594529701,0.39725870930896634
"frozenset({'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.06959459459459459,0.057432432432432436,0.025,0.35922330097087385,6.254711593375215,1.0,0.02100301314828342,1.4709766584766586,0.9029617853147265,0.24503311258278143,0.3201795594529701,0.39725870930896634
"frozenset({'JobLevel_1.7509357550394118', 'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.06959459459459459,0.057432432432432436,0.025,0.35922330097087385,6.254711593375215,1.0,0.02100301314828342,1.4709766584766586,0.9029617853147265,0.24503311258278143,0.3201795594529701,0.39725870930896634
"frozenset({'JobLevel_1.7509357550394118', 'Age_bin_nan', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.06959459459459459,0.057432432432432436,0.025,0.35922330097087385,6.254711593375215,1.0,0.02100301314828342,1.4709766584766586,0.9029617853147265,0.24503311258278143,0.3201795594529701,0.39725870930896634
"frozenset({'JobLevel_1.7509357550394118', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay', 'Age_bin_nan'})",0.06959459459459459,0.057432432432432436,0.025,0.35922330097087385,6.254711593375215,1.0,0.02100301314828342,1.4709766584766586,0.9029617853147265,0.24503311258278143,0.3201795594529701,0.39725870930896634
"frozenset({'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay', 'Age_bin_nan'})",0.06959459459459459,0.057432432432432436,0.025,0.35922330097087385,6.254711593375215,1.0,0.02100301314828342,1.4709766584766586,0.9029617853147265,0.24503311258278143,0.3201795594529701,0.39725870930896634
"frozenset({'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]', 'Age_bin_nan'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay', 'TotalWorkingYears_bin_(0, 5]'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117
"frozenset({'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]'})","frozenset({'AttritionLabel_Stay', 'YearsAtCompany_bin_(2, 5]'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'AttritionLabel_Stay', 'YearsAtCompany_bin_(2, 5]', 'TotalWorkingYears_bin_(0, 5]'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'AttritionLabel_Stay', 'YearsAtCompany_bin_(2, 5]'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117
"frozenset({'JobLevel_1.7509357550394118', 'Age_bin_nan'})","frozenset({'AttritionLabel_Stay', 'YearsAtCompany_bin_(2, 5]'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'AttritionLabel_Stay', 'YearsAtCompany_bin_(2, 5]', 'Age_bin_nan'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117
"frozenset({'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay', 'Age_bin_nan'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117
"frozenset({'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]', 'Age_bin_nan'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117
"frozenset({'JobLevel_1.7509357550394118', 'Age_bin_nan'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay', 'TotalWorkingYears_bin_(0, 5]'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'YearsAtCompany_bin_(2, 5]', 'Age_bin_nan', 'AttritionLabel_Stay', 'TotalWorkingYears_bin_(0, 5]'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117
"frozenset({'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay', 'TotalWorkingYears_bin_(0, 5]'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117
"frozenset({'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'Age_bin_nan', 'AttritionLabel_Stay', 'TotalWorkingYears_bin_(0, 5]'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117
"frozenset({'YearsAtCompany_bin_(2, 5]'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118', 'Age_bin_nan', 'TotalWorkingYears_bin_(0, 5]'})",0.06283783783783783,0.06621621621621622,0.025,0.39784946236559143,6.008338819398728,1.0,0.0208391161431702,1.5507480694980698,0.8894561468461972,0.24025974025974023,0.35514993075331064,0.3877002413868773
"frozenset({'YearsAtCompany_bin_(2, 5]', 'Age_bin_nan'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118', 'TotalWorkingYears_bin_(0, 5]'})",0.06283783783783783,0.06621621621621622,0.025,0.39784946236559143,6.008338819398728,1.0,0.0208391161431702,1.5507480694980698,0.8894561468461972,0.24025974025974023,0.35514993075331064,0.3877002413868773
"frozenset({'YearsAtCompany_bin_(2, 5]'})","frozenset({'JobLevel_1.7509357550394118', 'Age_bin_nan', 'AttritionLabel_Stay', 'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]'})",0.06283783783783783,0.06621621621621622,0.025,0.39784946236559143,6.008338819398728,1.0,0.0208391161431702,1.5507480694980698,0.8894561468461972,0.24025974025974023,0.35514993075331064,0.3877002413868773
"frozenset({'YearsAtCompany_bin_(2, 5]'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]'})",0.06283783783783783,0.06621621621621622,0.025,0.39784946236559143,6.008338819398728,1.0,0.0208391161431702,1.5507480694980698,0.8894561468461972,0.24025974025974023,0.35514993075331064,0.3877002413868773
"frozenset({'YearsAtCompany_bin_(2, 5]'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118', 'TotalWorkingYears_bin_(0, 5]'})",0.06283783783783783,0.06621621621621622,0.025,0.39784946236559143,6.008338819398728,1.0,0.0208391161431702,1.5507480694980698,0.8894561468461972,0.24025974025974023,0.35514993075331064,0.3877002413868773
"frozenset({'YearsAtCompany_bin_(2, 5]', 'Age_bin_nan'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]'})",0.06283783783783783,0.06621621621621622,0.025,0.39784946236559143,6.008338819398728,1.0,0.0208391161431702,1.5507480694980698,0.8894561468461972,0.24025974025974023,0.35514993075331064,0.3877002413868773
"frozenset({'YearsAtCompany_bin_(2, 5]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118'})",0.06283783783783783,0.06891891891891892,0.025,0.39784946236559143,5.772717689226228,1.0,0.02066928414901388,1.5462596525096528,0.8822073695902102,0.23417721518987344,0.35327808730121574,0.38029728020240355
"frozenset({'YearsAtCompany_bin_(2, 5]', 'TotalWorkingYears_bin_(0, 5]'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]', 'Age_bin_nan'})",0.06283783783783783,0.06891891891891892,0.025,0.39784946236559143,5.772717689226228,1.0,0.02066928414901388,1.5462596525096528,0.8822073695902102,0.23417721518987344,0.35327808730121574,0.38029728020240355
"frozenset({'YearsAtCompany_bin_(2, 5]'})","frozenset({'AttritionLabel_Stay', 'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]', 'Age_bin_nan'})",0.06283783783783783,0.06891891891891892,0.025,0.39784946236559143,5.772717689226228,1.0,0.02066928414901388,1.5462596525096528,0.8822073695902102,0.23417721518987344,0.35327808730121574,0.38029728020240355
